## Data on COVID-19 cases by variant in several countries.
## Accessed on 2024-01-22 from
## https://ourworldindata.org/grapher/covid-variants-area?time=earliest..2023-12-04&facet=none&country=~USA
Entity,Code,Day,Alpha,Beta,Gamma,Delta,Omicron (BA.2),Omicron (BA.1),Omicron (BA.5),Omicron (BA.4),Omicron (BA.2.12.1),Omicron (BA.2.75),Omicron (BQ.1),Omicron (XBB),Omicron (XBB.1.5),Omicron (XBB.1.16),Omicron (CH.1.1),Omicron (XBB.1.9),Omicron (XBB.2.3),Omicron (EG.5.1),Recombinant,non_who
Albania,ALB,2021-12-06,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2021-12-20,0,0,0,311,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-01-31,0,0,0,11,6,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-02-14,0,0,0,8,21,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-02-28,0,0,0,1,19,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2022-07-18,0,0,0,0,4,0,99,2,1,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,2022-08-01,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
Argentina,ARG,2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
Argentina,ARG,2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
Argentina,ARG,2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
Argentina,ARG,2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
Argentina,ARG,2021-03-15,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
Argentina,ARG,2021-03-29,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
Argentina,ARG,2021-04-12,36,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Argentina,ARG,2021-04-26,55,1,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Argentina,ARG,2021-05-10,35,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
Argentina,ARG,2021-05-24,42,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Argentina,ARG,2021-06-07,42,0,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Argentina,ARG,2021-06-21,31,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Argentina,ARG,2021-07-05,26,0,260,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Argentina,ARG,2021-07-19,12,0,249,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Argentina,ARG,2021-08-02,12,0,199,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Argentina,ARG,2021-08-16,11,0,282,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,ARG,2021-08-30,6,0,243,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Argentina,ARG,2021-09-13,2,0,204,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-09-27,5,0,92,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Argentina,ARG,2021-10-11,1,0,81,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-10-25,9,0,110,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-11-08,5,0,77,566,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-11-22,0,0,23,602,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2021-12-06,0,0,5,723,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Argentina,ARG,2021-12-20,1,0,2,582,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-01-03,0,0,1,376,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-01-17,0,0,0,42,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-01-31,0,0,0,5,3,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-02-14,0,0,0,1,8,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-02-28,0,0,0,0,7,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-03-14,0,0,0,0,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-05-23,0,0,0,0,130,17,1,3,13,0,0,0,0,0,0,0,0,0,12,0
Argentina,ARG,2022-06-06,0,0,0,0,205,14,5,11,31,0,0,0,0,0,0,0,0,0,9,0
Argentina,ARG,2022-06-20,0,0,0,0,146,5,24,31,37,0,0,0,0,0,0,0,0,0,6,0
Argentina,ARG,2022-07-04,0,0,0,0,82,1,68,79,13,0,0,0,0,0,0,0,0,0,5,0
Argentina,ARG,2022-07-18,0,0,0,0,58,1,138,128,22,0,0,0,0,0,0,0,0,0,9,0
Argentina,ARG,2022-08-01,0,0,0,0,21,2,203,184,15,0,0,0,0,0,0,0,0,0,2,0
Argentina,ARG,2022-08-15,0,0,0,0,3,1,169,143,4,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-08-29,0,0,0,0,2,0,91,122,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-09-12,0,0,0,0,1,1,63,54,0,1,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2022-12-05,0,0,0,0,0,0,15,4,0,11,164,14,1,0,0,0,0,0,0,0
Argentina,ARG,2022-12-19,0,0,0,0,2,0,35,2,0,42,704,61,5,0,3,0,0,0,0,0
Argentina,ARG,2023-01-02,0,0,0,0,1,0,16,1,0,13,479,34,2,0,5,0,0,0,0,0
Argentina,ARG,2023-01-16,0,0,0,0,0,0,20,0,0,11,316,32,8,0,5,0,0,0,0,0
Argentina,ARG,2023-01-30,0,0,0,0,0,0,10,1,0,3,98,13,3,0,1,0,0,0,0,0
Aruba,ABW,2021-02-15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
Aruba,ABW,2021-03-01,66,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Aruba,ABW,2021-03-15,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Aruba,ABW,2021-04-12,104,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Aruba,ABW,2021-04-26,103,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Aruba,ABW,2021-05-10,64,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Aruba,ABW,2021-06-07,34,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Aruba,ABW,2021-08-02,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-08-16,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-08-30,0,0,1,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-09-13,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-09-27,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,ABW,2021-12-06,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
Australia,AUS,2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
Australia,AUS,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807
Australia,AUS,2020-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643
Australia,AUS,2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900
Australia,AUS,2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390
Australia,AUS,2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563
Australia,AUS,2020-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642
Australia,AUS,2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
Australia,AUS,2020-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
Australia,AUS,2020-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Australia,AUS,2020-12-21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
Australia,AUS,2021-01-04,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Australia,AUS,2021-01-18,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
Australia,AUS,2021-03-15,55,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Australia,AUS,2021-03-29,50,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
Australia,AUS,2021-04-12,59,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Australia,AUS,2021-04-26,86,18,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Australia,AUS,2021-05-10,37,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Australia,AUS,2021-06-21,16,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Australia,AUS,2021-07-05,31,5,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Australia,AUS,2021-07-19,9,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Australia,AUS,2021-08-02,4,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-08-16,2,0,0,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-08-30,0,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-09-13,0,0,0,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-09-27,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-10-11,0,0,0,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-10-25,0,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-11-08,0,0,0,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-11-22,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-12-06,0,0,0,2473,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2021-12-20,0,0,0,2811,1,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-01-03,0,0,0,1234,4,3472,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Australia,AUS,2022-01-17,0,0,0,195,62,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-01-31,0,0,0,36,146,2624,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-02-14,0,0,0,17,389,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-02-28,0,0,0,8,697,2326,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Australia,AUS,2022-03-14,0,0,0,24,2173,1934,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Australia,AUS,2022-03-28,0,0,0,11,5307,982,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Australia,AUS,2022-04-11,0,0,0,0,5413,352,1,1,4,0,0,0,0,0,0,0,0,0,6,1
Australia,AUS,2022-04-25,0,0,0,0,4810,125,4,8,8,0,0,0,0,0,0,0,0,0,4,0
Australia,AUS,2022-05-09,0,0,0,0,4789,52,16,25,32,0,0,0,0,0,0,0,0,0,1,0
Australia,AUS,2022-05-23,0,0,0,0,5013,27,75,94,85,0,0,0,0,0,0,0,0,0,21,0
Australia,AUS,2022-06-06,0,0,0,0,4562,8,396,252,173,0,0,0,0,0,0,0,0,0,12,0
Australia,AUS,2022-06-20,0,0,0,1,2835,4,825,407,177,0,0,0,0,0,0,0,0,0,5,0
Australia,AUS,2022-07-04,0,0,0,0,1591,0,2261,599,216,4,0,0,0,0,0,0,0,0,2,0
Australia,AUS,2022-07-18,0,0,0,0,683,0,3119,597,121,15,0,0,0,0,0,0,0,0,3,0
Australia,AUS,2022-08-01,0,0,0,0,306,0,3024,445,44,31,0,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-08-15,0,0,0,0,150,0,3351,412,30,65,0,0,0,0,0,0,0,0,1,0
Australia,AUS,2022-08-29,0,0,0,0,110,0,3672,362,8,155,1,0,0,0,0,0,0,0,0,0
Australia,AUS,2022-09-12,0,0,0,0,57,0,2731,294,5,171,6,0,0,0,0,0,0,0,4,0
Australia,AUS,2022-09-26,0,0,0,0,71,0,2832,239,2,253,22,10,0,0,0,0,0,0,4,0
Australia,AUS,2022-10-10,0,0,0,0,93,1,2704,202,0,281,108,45,0,0,1,0,0,0,9,0
Australia,AUS,2022-10-24,0,0,0,0,100,1,2825,263,0,453,296,171,0,0,10,0,0,0,43,0
Australia,AUS,2022-11-07,0,0,0,0,151,0,2741,211,0,908,754,238,0,0,55,0,0,0,202,0
Australia,AUS,2022-11-21,0,0,0,0,155,0,1840,115,0,1329,987,247,0,0,123,2,0,0,519,0
Australia,AUS,2022-12-05,0,0,0,0,98,0,865,32,0,1366,907,193,0,0,145,3,0,0,680,0
Australia,AUS,2022-12-19,0,0,0,0,59,0,502,20,0,1496,818,112,12,0,183,3,0,0,840,0
Australia,AUS,2023-01-02,0,0,0,0,24,0,217,6,0,828,479,34,16,0,117,9,0,0,754,0
Australia,AUS,2023-01-16,0,0,0,0,22,0,162,6,0,907,428,42,36,0,226,7,2,0,931,0
Australia,AUS,2023-01-30,0,0,0,0,10,0,60,5,0,519,286,21,67,0,201,22,0,0,697,1
Australia,AUS,2023-02-13,0,0,0,0,9,0,40,1,0,404,208,23,207,0,213,50,2,0,673,0
Australia,AUS,2023-02-27,0,0,0,0,9,0,26,3,0,291,153,29,385,0,290,98,9,0,650,0
Australia,AUS,2023-03-13,0,0,0,0,6,0,10,2,0,156,69,17,609,23,289,216,12,0,451,0
Australia,AUS,2023-03-27,0,0,0,0,10,0,7,0,0,110,69,22,735,116,250,407,44,0,419,0
Australia,AUS,2023-04-10,0,0,0,0,5,0,2,0,0,55,44,36,735,208,240,588,74,0,385,1
Australia,AUS,2023-04-24,0,0,0,0,1,0,3,0,0,32,25,17,724,349,304,680,139,1,297,0
Australia,AUS,2023-05-08,0,0,0,0,2,0,2,0,0,13,14,21,672,537,284,726,158,1,334,0
Australia,AUS,2023-05-22,0,0,0,0,1,0,0,1,0,3,6,14,513,635,278,637,141,6,398,0
Australia,AUS,2023-06-05,0,0,0,0,2,0,0,0,0,4,3,14,443,713,294,631,156,12,499,0
Australia,AUS,2023-06-19,0,0,0,0,1,0,0,0,0,0,0,12,217,384,162,310,118,12,374,0
Australia,AUS,2023-07-03,0,0,0,0,0,0,0,0,0,1,1,10,118,249,153,183,76,36,318,0
Australia,AUS,2023-07-17,0,0,0,0,0,0,1,0,0,0,0,3,74,145,102,95,37,25,247,0
Australia,AUS,2023-07-31,0,0,0,0,1,0,0,0,0,0,0,2,55,154,50,82,32,40,146,0
Australia,AUS,2023-08-14,0,0,0,0,0,0,0,0,0,0,0,3,59,106,35,65,26,63,164,0
Australia,AUS,2023-08-28,0,0,0,0,1,0,0,0,0,0,0,6,39,94,19,51,30,164,154,0
Australia,AUS,2023-09-11,0,0,0,0,1,0,1,0,0,0,0,4,71,119,28,50,46,265,139,0
Australia,AUS,2023-09-25,0,0,0,0,8,0,0,0,0,0,0,5,64,121,16,64,62,337,110,0
Australia,AUS,2023-10-09,0,0,0,0,6,0,0,0,0,0,0,7,91,133,21,66,40,417,106,0
Australia,AUS,2023-10-23,0,0,0,0,45,0,0,0,0,0,0,9,92,118,22,82,39,554,95,0
Australia,AUS,2023-11-06,0,0,0,0,79,0,0,0,0,0,0,10,97,75,23,81,31,659,84,0
Australia,AUS,2023-11-20,0,0,0,0,101,0,0,0,0,0,0,13,61,53,22,36,17,547,45,0
Australia,AUS,2023-12-04,0,0,0,0,27,0,0,0,0,0,0,3,13,7,0,13,3,127,15,0
Austria,AUT,2020-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
Austria,AUT,2020-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
Austria,AUT,2020-12-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
Austria,AUT,2021-01-04,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
Austria,AUT,2021-01-18,133,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
Austria,AUT,2021-02-01,60,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
Austria,AUT,2021-02-15,197,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
Austria,AUT,2021-03-01,239,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Austria,AUT,2021-03-15,419,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Austria,AUT,2021-03-29,365,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Austria,AUT,2021-04-12,200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Austria,AUT,2021-04-26,191,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Austria,AUT,2021-05-10,219,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Austria,AUT,2021-05-24,497,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Austria,AUT,2021-06-07,144,2,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Austria,AUT,2021-06-21,332,2,6,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Austria,AUT,2021-07-05,80,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Austria,AUT,2021-07-19,16,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-08-02,6,1,1,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2021-08-16,0,0,1,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2021-08-30,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-09-13,0,1,1,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-09-27,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-10-11,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-10-25,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-11-08,0,0,0,428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-11-22,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-12-06,0,0,0,247,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2021-12-20,0,0,0,175,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2022-01-03,0,0,0,202,17,542,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Austria,AUT,2022-01-17,0,0,0,85,45,436,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2022-01-31,0,0,0,4,326,527,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Austria,AUT,2022-02-14,0,0,0,2,851,824,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2022-02-28,0,0,0,2,385,739,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Austria,AUT,2022-03-14,0,0,0,4,694,426,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Austria,AUT,2022-03-28,0,0,0,0,1138,443,0,0,0,0,0,0,0,0,0,0,0,0,2,11
Austria,AUT,2022-04-11,0,0,0,0,886,89,1,3,8,0,0,0,0,0,0,0,0,0,6,1
Austria,AUT,2022-04-25,0,0,0,1,770,25,15,55,28,0,0,0,0,0,0,0,0,0,2,1
Austria,AUT,2022-05-09,0,0,0,0,711,10,82,58,19,0,0,0,0,0,0,0,0,0,2,1
Austria,AUT,2022-05-23,0,0,0,5,791,3,204,71,133,0,0,0,0,0,0,0,0,0,10,0
Austria,AUT,2022-06-06,0,0,0,0,1457,8,385,76,178,0,0,0,0,0,0,0,0,0,6,0
Austria,AUT,2022-06-20,0,0,0,0,752,5,1039,124,140,0,0,0,0,0,0,0,0,0,10,0
Austria,AUT,2022-07-04,0,0,0,0,402,0,1139,91,170,1,0,0,0,0,0,0,0,0,8,0
Austria,AUT,2022-07-18,0,0,0,0,121,2,1041,65,24,1,0,0,0,0,0,0,0,0,11,0
Austria,AUT,2022-08-01,0,0,0,1,85,13,1378,61,28,16,44,0,0,0,0,0,0,0,15,0
Austria,AUT,2022-08-15,0,0,0,0,73,4,1043,35,21,29,65,1,0,0,0,0,0,0,14,1
Austria,AUT,2022-08-29,0,0,0,2,41,1,1761,70,6,52,0,1,0,0,0,0,0,0,8,0
Austria,AUT,2022-09-12,0,0,0,0,22,1,1183,39,2,70,3,0,0,0,0,0,0,0,8,0
Austria,AUT,2022-09-26,0,0,0,0,31,3,1679,54,0,138,24,1,0,0,0,0,0,0,11,0
Austria,AUT,2022-10-10,0,0,0,0,123,1,1896,48,0,168,84,21,0,0,1,0,0,0,6,0
Austria,AUT,2022-10-24,0,0,0,0,102,1,782,41,0,183,79,38,0,0,1,0,0,0,9,0
Austria,AUT,2022-11-07,0,0,0,0,45,3,1272,25,0,155,207,68,0,0,25,0,0,0,4,0
Austria,AUT,2022-11-21,0,0,0,0,42,4,1088,13,0,177,268,95,0,0,34,0,0,0,5,0
Austria,AUT,2022-12-05,0,0,0,0,12,0,1050,21,0,124,718,64,0,0,31,0,0,0,17,0
Austria,AUT,2022-12-19,0,0,0,0,21,0,704,8,0,121,742,40,2,0,64,2,0,0,26,0
Austria,AUT,2023-01-02,0,0,0,0,31,1,664,6,0,263,971,50,39,0,91,2,0,0,24,0
Austria,AUT,2023-01-16,0,0,0,0,18,1,377,2,0,174,724,28,99,0,87,5,0,0,23,0
Austria,AUT,2023-01-30,0,0,0,0,12,1,249,3,0,241,819,45,300,0,241,45,0,0,56,0
Austria,AUT,2023-02-13,0,0,0,0,4,1,133,2,0,205,568,39,676,0,201,121,0,0,59,0
Austria,AUT,2023-02-27,0,0,0,0,4,0,50,0,0,116,372,17,959,0,226,207,0,0,84,0
Austria,AUT,2023-03-13,0,0,0,0,1,0,33,0,0,81,202,16,1168,2,189,265,2,0,59,0
Austria,AUT,2023-03-27,0,0,0,0,1,0,16,0,0,34,85,11,931,8,114,262,2,0,43,0
Austria,AUT,2023-04-10,0,0,0,0,1,0,6,0,0,27,70,15,1263,16,133,476,7,0,51,0
Austria,AUT,2023-04-24,0,0,0,0,1,0,2,0,0,12,25,14,811,53,81,509,18,0,19,0
Austria,AUT,2023-05-08,0,0,0,0,0,0,4,0,0,1,5,3,455,55,28,256,27,0,6,0
Austria,AUT,2023-05-22,0,0,0,0,0,1,0,0,0,2,2,1,135,37,11,135,12,0,3,0
Austria,AUT,2023-06-05,0,0,0,0,0,0,0,0,0,3,0,1,268,97,24,236,45,1,8,0
Austria,AUT,2023-06-19,0,0,0,0,2,0,1,0,0,0,0,1,216,79,9,199,45,13,3,0
Austria,AUT,2023-07-03,0,0,0,0,1,0,2,0,0,0,0,2,133,65,3,115,55,36,6,0
Austria,AUT,2023-09-11,0,0,0,0,0,0,0,0,0,0,0,0,15,17,4,36,9,45,4,0
Austria,AUT,2023-09-25,0,0,0,0,0,0,0,0,0,0,0,0,13,27,4,20,19,65,3,0
Austria,AUT,2023-10-09,0,0,0,0,4,0,0,0,0,0,0,1,23,36,1,27,13,86,8,0
Austria,AUT,2023-10-23,0,0,0,0,9,0,0,0,0,0,0,1,32,37,4,36,17,120,10,0
Austria,AUT,2023-11-06,0,0,0,0,28,0,0,0,0,0,0,1,20,15,4,42,16,177,9,0
Austria,AUT,2023-11-20,0,0,0,0,69,0,0,0,0,0,0,1,23,36,2,32,17,163,9,0
Austria,AUT,2023-12-04,0,0,0,0,108,0,0,0,0,0,0,0,26,20,1,12,22,167,1,0
Bahrain,BHR,2021-07-05,1,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-08-02,3,1,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bahrain,BHR,2021-08-30,1,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-09-27,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-10-11,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-10-25,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-11-08,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-11-22,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-12-06,0,0,0,546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2021-12-20,0,0,0,295,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-01-03,1,0,0,4,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-01-17,0,0,0,1,34,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-02-14,0,0,0,11,271,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-02-28,0,0,0,0,1489,135,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-03-14,0,0,0,0,411,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-03-28,0,0,0,1,353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-04-11,0,0,0,1,245,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-04-25,0,0,0,0,262,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-05-09,0,0,0,0,262,0,19,5,4,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2022-05-23,0,0,0,0,264,1,107,37,12,0,0,0,0,0,0,0,0,0,0,0
